idx,name,price
392,Che Una Vida Revolucionaria Los Años De...,97900
393,En Medio De Extrañas Victimas,74900
394,"Buscador De Almas, El",90900
395,Mi Hermana Y Yo,90900
396,"Armario De La Ginebra, El",86900
397,"Biblia Vaquera, La",58900
398,Jimi Hendrix. Empezar De Cero,86900
399,"Niña De Oro Puro, La",86900
400,"Sistema, El",84900
401,"Conde Y Otros Relatos, El",54900
402,"Marrana Negra De La Literatura Rosa, La",61900
403,En Busca Del Tiempo Perdido. (I) A La So...,70900
404,"Mano De La Buena Fortuna, La",78900
405,Madres Y Perros,54900
406,Poemas A Tres Voces De Minase Renga,78900
407,Gotico Carpintero,85900
408,"Reconocimientos, Los",138900
409,"Temblar De Una Hoja, El",70900
410,Mientras Los Mortales Duermen,78900
411,Como Amigo,62900
412,Siete Pecados Capitales,54900
413,Hit Emocional,86900
414,Diario De Guerra 1940-1942,58900
415,Keret En Su Tinta,81900
416,Final En Berlin,130900
417,Antigua Sabiduria Gonzo,109900
418,"Ciudad Siempre Gana, La",89900
419,Acontecimiento,70900
420,En El Bosque,66900
421,Ulises. Segunda Parte: El Canto De Las S...,62900
422,Casa Transparente,45900
423,Anatomia De Un Soldado,86900
424,Washington Square,94900
425,"Territorio Interior, El",74900
426,B.Traven. Retrato De Un Anonimo Celebre,90900
427,Tambien Berlin Se Olvida,58900
428,"Muerte Del Leon, La",38900
429,"Nervio Principal, El",73900
430,"Castillo, El",110900
431,"Giles, El Niño Cabra",138900
432,"Loco Impuro, El",70900
433,Su Pasatiempo Favorito,118900
434,"Peso De La Mariposa, El",54900
435,"Libro Uruguayo De Los Muertos, El",62900
436,"Version De Barney, La",106900
437,Un Vaso De Colera,58900
438,Ruinas,110900
439,Prosa Temprana (4 Tomos) Y Obras Postuma...,230900
440,Un Hombre Sin Cabeza (3A.Ed),63900
441,Luna Llena Y Otros Cuentos,70900
442,"Verano Muere Joven, El",77900
443,Camara Sangrienta,78900
444,"Paraiso Perdido, El",106900
445,Con La Sangre Despierta. El Primer Arrib...,66900
446,Quizas En Otro Lugar,77900
447,"Hombre Dinero, El",70900
448,Sobre El Acantilado Y Otros Relatos,66900
449,"Estrecho Rincon, El",62900
450,Condor Y Las Vacas. Diario De Un Viaje P...,90900
451,Por Una Cancion Cien Canciones,110900
452,"Buen Soldado, El",77900
453,Noches Sin Noche Y Algunos Dias Sin Dia,82900
454,Bhimayana. Experiencias De Un Intocable,90900
455,"Bufanda Roja, La",77900
456,Diario De Guerra 1940-1942,58900
457,Mejor Relato Del Mundo Y Otros No Menos...,110900
458,Cain El Ultimo Manuscrito,78900
459,Quemar Las Naves Los Cuentos Completos A...,105900
460,"Diabolicas, Las",68900
461,Si El Fuhrer Lo Supiera,97900
462,Coronada De Moscas,84900
463,Bajo El Sol. Las Cartas De Bruce Chatwin,110900
464,Algun Dia Escribire Sobre Africa,86900
465,Devoradores De Flores,129900
466,Yakarta,69900
467,Jacobo Reloaded,62900
468,Emparejamientos Juiciosos,93900
469,Aguardiente,77900
470,"Relaciones Peligrosas, Las",126900
471,Bola Negra,58900
472,"Jardines Estatuarios, Los",90900
473,De Repente Un Toquido En La Puerta,71900
474,Lluvia De Verano,58900
475,"Venus De Las Pieles, La",78900
476,Robinson Crusoe,106900
477,Bajo El Techo Que Se Desmorona,70900
478,Ulises. Primera Parte: La Maldicion De P...,62900
479,Hombrecitos Verdes,75900
